Query,Prompt,Generated_Answer
who plays the doctor in sons of anarchy,"Question: who plays the doctor in sons of anarchy


Document 1:
Flemingsburg is a home rule-class city in Fleming County, Kentucky, in the United States. The population was 2,658 at the 2010 census, down from 3,010 at the 2000 census. It is the seat of Fleming County. Geography Flemingsburg is located northwest of the center of Fleming County at (38.420541, -83.737581). It is in northeastern Kentucky, south of Maysville, northeast of Mt. Sterling, and northeast of Paris. According to the United States Census Bureau, Flemingsburg has a total area of , of which , or 0.33%, is water. Climate The climate in this area is characterized by hot, humid summers and generally mild to cool winters. According to the Köppen Climate Classification system, Flemingsburg has a humid subtropical climate, abbreviated ""Cfa"" on climate maps. History Flemingsburg was founded in 1797 by George S. Stockton, a native Virginian, who named the town and county after his half-brother Colonel John Fleming. It has been the seat of Fleming County since its formation and was formally incorporated by the state assembly in 1812. Demographics As of the census of 2000, there were 3,010 people, 1,294 households, and 821 families residing in the city. The population density was 1,178.2 people per square mile (455.8/km2). There were 1,434 housing units at an average density of 561.3 per square mile (217.1/km2). The racial makeup of the city was 92.72% White, 5.05% African American, 0.10% Native American, 0.40% Asian, 0.43% from other races, and 1.30% from two or more races. Hispanic or Latino of any race were 1.03% of the population. There were 1,294 households, out of which 29.3% had children under the age of 18 living with them, 45.5% were married couples living together, 14.8% had a female householder with no husband present, and 36.5% were non-families. 33.9% of all households were made up of individuals, and 18.2% had someone living alone who was 65 years of age or older. The average household size was 2.25 and the average family size was 2.87. In the city, the population was spread out, with 23.3% under the age of 18, 7.9% from 18 to 24, 25.2% from 25 to 44, 23.2% from 45 to 64, and 20.5% who were 65 years of age or older. The median age was 41 years. For every 100 females, there were 81.3 males. For every 100 females age 18 and over, there were 74.1 males. The median income for a household in the city was $23,708, and the median income for a family was $33,365. Males had a median income of $26,550 versus $21,165 for females. The per capita income for the city was $14,914. About 15.0% of families and 19.0% of the population were below the poverty line, including 23.5% of those under age 18 and 26.8% of those age 65 or over. Education Flemingsburg has a lending library, the Fleming County Public Library. Notable people James J. Andrews, Civil War spy Landaff Andrews, United States Representative Herman Chittison, jazz musician Leander Cox, congressman Willis A. Gorman, Union Army general during the American Civil War, member of U.S. House of Representatives for Indiana, and territorial governor of Minnesota Joseph J. Reynolds, Union Army general Alvin Saunders, United States senator from Nebraska Mary Eulalie Fee Shannon (1824-1855), poet Franklin R. Sousley, one of six men who raised the second American flag on Mount Suribachi during the Battle of Iwo Jima Nelson Stacy, NASCAR and ARCA driver Lawrence S. Trimble, congressman References External links City of Flemingsburg official website Cities in Kentucky Cities in Fleming County, Kentucky County seats in Kentucky 1797 establishments in Kentucky

",uestion: Who is
when did disney world start using magic bands,"Question: when did disney world start using magic bands

",A. 1999
when was the qutub minar granted the world heritage site status,"Question: when was the qutub minar granted the world heritage site status


Document 1:
Reidsville is a city in, and county seat of, Tattnall County, Georgia. The population was 4,944 at the 2010 census. The Georgia State Prison is near Reidsville. History Reidsville was founded in about 1828 and was designated county seat of Tattnall County in 1832 by the Georgia General Assembly. It was incorporated as a town in 1838 and as a city in 1905. The city was named after Robert R. Reid, territorial governor of Florida. Reidsville is home to the Nelson Hotel Bed & Breakfast. During the events of World War II, Reidsville was the home to at least one, though some reports suggest two, prisoner of war camps for captured Nazi personnel. The prison camp's location has largely been lost to time, but is believed to have stood near the current location of a gas station/self-storage company, near the fringes of the city. Archaeological research into the area has turned up a number of German artifacts, though with the development and addition of a number of houses, it is not clear if this was the location of the camp, or one of the many onion fields which the prisoners worked in. Geography Reidsville is located at (32.083970, -82.120697). According to the United States Census Bureau, the city has a total area of , of which are land and (0.39%) is water. Demographics 2020 census As of the 2020 United States census, there were 2,515 people, 1,189 households, and 694 families residing in the city. 2000 census As of the census of 2000, there were 2,235 people, 894 households, and 544 families residing in the city. The population density was 291.1 people per square mile (112.4/km). There were 1,131 housing units at an average density of 147.3 per square mile (56.9/km). The racial makeup of the city was 57.58% White, 33.83% African American, 0.18% Native American, 0.45% Asian, 0.04% Pacific Islander, 6.98% from other races, and 0.94% from two or more races. Hispanic or Latino of any race were 8.37% of the population. There were 894 households, out of which 28.1% had children under the age of 18 living with them, 38.7% were married couples living together, 18.5% had a female householder with no husband present, and 39.1% were non-families. 35.5% of all households were made up of individuals, and 16.2% had someone living alone who was 65 years of age or older. The average household size was 2.37 and the average family size was 3.08. In the city, the population was spread out, with 24.8% under the age of 18, 8.9% from 18 to 24, 25.6% from 25 to 44, 24.5% from 45 to 64, and 16.2% who were 65 years of age or older. The median age was 38 years. For every 100 females, there were 96.7 males. For every 100 females age 18 and over, there were 92.4 males. The median income for a household in the city was $25,901, and the median income for a family was $33,563. Males had a median income of $31,905 versus $20,184 for females. The per capita income for the city was $14,625. About 21.4% of families and 27.2% of the population were below the poverty line, including 40.2% of those under age 18 and 22.0% of those age 65 or over. Government and infrastructure The United States Postal Service operates the Reidsville Post Office. The Georgia Department of Corrections operates the Georgia State Prison in unincorporated Tattnall County, near Reidsville. Education Tattnall County School District The Tattnall County School District holds pre-school to grade twelve, and consists of three elementary schools, two middle schools, and a high school. The district has 201 full-time teachers and over 3,305 students. Schools in Reidsville: Reidsville Elementary School North Tattnall Middle School Nearby Tattnall County High School serves the city. Notable people Lena Baker - first and only woman to be executed by the electric chair in Georgia was executed in Georgia State Prison, Reidsville Linton McGee Collins - jurist References Cities in Georgia (U.S. state) Cities in Tattnall County, Georgia County seats in Georgia (U.S. state)

",Topic: <history
who does young catherine marry in wuthering heights,"Question: who does young catherine marry in wuthering heights

",A. Edward
who sang some enchanted evening in the film south pacific,"Question: who sang some enchanted evening in the film south pacific


Document 1:
AD 21 (XXI) was known as the Year of the Consulship of Tiberius and Drusus (or, less frequently, year 774 Ab urbe condita). The denomination AD 21 for this year has been used since the early medieval period, when the Anno Domini calendar era became the prevalent method in Europe for naming years. Events By place Roman Empire The Aedui revolt under Julius Florus and Julius Sacrovir; the revolt is suppressed by Gaius Silius. Emperor Tiberius is a Roman Consul for the fourth time. The Romans create a buffer state in the territory of the Quadi, in southern Slovakia. Barracks are constructed for the Praetorian Guard, on the Quirinal (located on the Seven Hills of Rome). Korea King Daeso of Dongbuyeo is killed in battle against the armies of Goguryeo, led by its third ruler, King Daemusin. By topic Art and Science The manufacture of pens and metal writing tools begins in Rome (approximate date). </onlyinclude> Births Deaths Arminius, Germanic military leader (b. 18/17 BC) Clutorius Priscus, Roman poet (b. c. 20 BC) Daeso of Dongbuyeo, Korean king (b. 60 BC) Marcus Valerius Messalla Barbatus, Roman consul (b. 11 BC) Publius Sulpicius Quirinius, Roman governor (b. c. 51 BC) Wang (or Xiaomu), Chinese empress of the Xin Dynasty References 0021 als:20er#21

",Question: Who was
when does captain america the first avenger take place,"Question: when does captain america the first avenger take place


Document 1:
The ancient Greek word aithôn means ""burning"", ""blazing"" or ""shining."" Less strictly, it can denote the colour red-brown, or ""tawny."" It is an epithet sometimes applied to animals such as horses at Hom. Il. 2.839 ; oxen at Od.18.372; and an eagle at Il. 15.690 (cf. Hyginus' calling the eagle that tormented Prometheus an aethonem aquilam at Fabulae 31.5.). The eagle who tormented Prometheus, Aethon, was the child of the monsters Typhon and Echidna. In English, aithôn may be written Aethon, Aithon or Ethon. In Greek and Roman mythology there are a number of characters known as Aethon. Most are horses, variously belonging to: Helios Ares Hector Pallas Hades (Claudian) The name is twice applied to humans. In Odyssey 19.183, it is the pseudonym a disguised Odysseus assumes during his interview with Penelope upon his return to Ithaca. According to fr. 43a.5 of Hesiod's Catalogue of Women, Erysichthon of Thessaly was also known as Aethon due to the ""burning"" hunger (aithôn limos) he was made to endure by Demeter. See also Chrysoritis aethon, a species of butterfly Notes References Callimachus, Hymns translated by Alexander William Mair (1875-1928). London: William Heinemann; New York: G.P. Putnam's Sons. 1921. Online version at the Topos Text Project. Callimachus, Works. A.W. Mair. London: William Heinemann; New York: G.P. Putnam's Sons. 1921. Greek text available at the Perseus Digital Library. Homer, The Iliad with an English Translation by A.T. Murray, Ph.D. in two volumes. Cambridge, MA., Harvard University Press; London, William Heinemann, Ltd. 1924. Online version at the Perseus Digital Library. Homer, Homeri Opera in five volumes. Oxford, Oxford University Press. 1920. Greek text available at the Perseus Digital Library. Publius Ovidius Naso, Metamorphoses translated by Brookes More (1859-1942). Boston, Cornhill Publishing Co. 1922. Online version at the Perseus Digital Library. Publius Ovidius Naso, Metamorphoses. Hugo Magnus. Gotha (Germany). Friedr. Andr. Perthes. 1892. Latin text available at the Perseus Digital Library. Publius Vergilius Maro, Aeneid. Theodore C. Williams. trans. Boston. Houghton Mifflin Co. 1910. Online version at the Perseus Digital Library. Publius Vergilius Maro, Bucolics, Aeneid, and Georgics. J. B. Greenough. Boston. Ginn & Co. 1900. Latin text available at the Perseus Digital Library. Quintus Smyrnaeus, The Fall of Troy translated by Way. A. S. Loeb Classical Library Volume 19. London: William Heinemann, 1913. Online version at theio.com Quintus Smyrnaeus, The Fall of Troy. Arthur S. Way. London: William Heinemann; New York: G.P. Putnam's Sons. 1913. Greek text available at the Perseus Digital Library. Personifications in Greek mythology Greek gods Characters in Greek mythology Roman mythology Mythological horses Legendary birds

",Question: When does
who controlled the economy of the incan empire,"Question: who controlled the economy of the incan empire

",
who sings the song ooh child things are going to get easier,"Question: who sings the song ooh child things are going to get easier

",
when did texting become available on cell phones,"Question: when did texting become available on cell phones


Document 1:
Shittah tree (Hebrew: שטה) or the plural ""shittim"" was used in the Tanakh to refer to trees belonging to the genera Vachellia and Faidherbia (both formerly classed in Acacia). Faidherbia albida, Vachellia seyal, Vachellia tortilis, and Vachellia gerrardii can be found growing wild in the Sinai Desert and the Jordan River Valley. In the Exodus, the ancient Israelites were commanded to use ""shittah wood"" to make various parts of the Tabernacle and of the Ark of the Covenant. This was most likely Vachellia seyal or Vachellia tortilis. ""The wild acacia (Vachellia nilotica), under the name of sunt, everywhere represents the seneh, or senna, of the burning bush. A slightly different form of the tree, equally common under the name of seyal, is the ancient shittah, or, as more usually expressed in the plural form, the shittim, of which the Tabernacle was made."" See also Sideroxylon lanuginosum, a North American native plant sharing common names with the Biblical shittah tree Xylosma maidenii, an Australian native plant known as shitum wood References Further reading Arthur Penrhyn Stanley, Sinai and Palestine. Exodus chapter 25, verses 10, 13, 23, and 28. Book of Exodus Plants in the Bible Plant common names Ark of the Covenant Vachellia

",Question: what is
who commanded british forces at the battle of waterloo,"Question: who commanded british forces at the battle of waterloo

",
when did rudolph's shiny new year come out,"Question: when did rudolph's shiny new year come out

",A. January 1
who comprised a third of brazil's european immigrant population,"Question: who comprised a third of brazil's european immigrant population

",
what star wars movie came out before the last jedi,"Question: what star wars movie came out before the last jedi

",
who wrote the song drive by the cars,"Question: who wrote the song drive by the cars

",
where is the telephone area code 585 located,"Question: where is the telephone area code 585 located


Document 1:
Free Soil Township is a civil township of Mason County in the U.S. state of Michigan. The population was 822 at the 2010 census. The village of Free Soil is located within the township. Free Soil Township was named in 1848 after the Free Soil Party. Geography According to the United States Census Bureau, the township has a total area of , of which is land and (1.07%) is water. Demographics As of the census of 2000, there were 809 people, 335 households, and 233 families residing in the township. The population density was 20.9 per square mile (8.1/km2). There were 552 housing units at an average density of 14.3 per square mile (5.5/km2). The racial makeup of the township was 96.91% White, 0.74% African American, 0.49% Native American, 0.25% Asian, 0.49% from other races, and 1.11% from two or more races. Hispanic or Latino of any race were 1.11% of the population. There were 335 households, out of which 27.8% had children under the age of 18 living with them, 60.9% were married couples living together, 5.4% had a female householder with no husband present, and 30.4% were non-families. 27.8% of all households were made up of individuals, and 13.4% had someone living alone who was 65 years of age or older. The average household size was 2.41 and the average family size was 2.93. In the township the population was spread out, with 23.2% under the age of 18, 5.7% from 18 to 24, 25.2% from 25 to 44, 28.6% from 45 to 64, and 17.3% who were 65 years of age or older. The median age was 42 years. For every 100 females, there were 104.8 males. For every 100 females age 18 and over, there were 101.6 males. The median income for a household in the township was $34,375, and the median income for a family was $40,795. Males had a median income of $37,000 versus $20,417 for females. The per capita income for the township was $15,318. About 4.8% of families and 8.0% of the population were below the poverty line, including 8.3% of those under age 18 and 9.0% of those age 65 or over. References Townships in Mason County, Michigan Townships in Michigan Populated places established in 1848 1848 establishments in Michigan

",Question: What is
who plays earl's dad in my name is earl,"Question: who plays earl's dad in my name is earl

",
who did otto go with to north korea,"Question: who did otto go with to north korea


Document 1:
Tamarack is a city in Aitkin County, Minnesota, United States. The population was 94 at the 2010 census. Tamarack is located along Minnesota State Highway 210 at the junction with Aitkin County Roads 6 and 16. Other routes include Main Street. History Tamarack was first settled circa 1874. The post office began in 1898. Tamarack was incorporated in 1921. The community was established when the Northern Pacific Railway laid track from Duluth to Brainerd. Geography According to the United States Census Bureau, the city has a total area of , all land. Demographics 2010 census As of the census of 2010, there were 94 people, 40 households, and 23 families living in the city. The population density was . There were 49 housing units at an average density of . The racial makeup of the city was 97.9% White, 1.1% Native American, and 1.1% from two or more races. There were 40 households, of which 27.5% had children under the age of 18 living with them, 45.0% were married couples living together, 2.5% had a female householder with no husband present, 10.0% had a male householder with no wife present, and 42.5% were non-families. 37.5% of all households were made up of individuals, and 15% had someone living alone who was 65 years of age or older. The average household size was 2.35 and the average family size was 2.83. The median age in the city was 36.4 years. 27.7% of residents were under the age of 18; 4.3% were between the ages of 18 and 24; 28.7% were from 25 to 44; 23.4% were from 45 to 64; and 16% were 65 years of age or older. The gender makeup of the city was 53.2% male and 46.8% female. 2000 census As of the census of 2000, there were 59 people, 30 households, and 18 families living in the city. The population density was 16.4 people per square mile (6.3/km). There were 48 housing units at an average density of 13.3 per square mile (5.1/km). The racial makeup of the city was 93.22% White, 1.69% African American, and 5.08% from two or more races. 29.8% were of Norwegian, 21.1% Finnish, 19.3% Irish, 8.8% Polish, 8.8% Swedish, 7.0% German and 5.3% Scottish ancestry according to Census 2000. There were 30 households, out of which 23.3% had children under the age of 18 living with them, 43.3% were married couples living together, 13.3% had a female householder with no husband present, and 40.0% were non-families. 40.0% of all households were made up of individuals, and 16.7% had someone living alone who was 65 years of age or older. The average household size was 1.97 and the average family size was 2.56. In the city, the population was spread out, with 20.3% under the age of 18, 3.4% from 18 to 24, 22.0% from 25 to 44, 33.9% from 45 to 64, and 20.3% who were 65 years of age or older. The median age was 49 years. For every 100 females, there were 110.7 males. For every 100 females age 18 and over, there were 113.6 males. The median income for a household in the city was $20,625, and the median income for a family was $21,875. Males had a median income of $22,083 versus $7,083 for females. The per capita income for the city was $35,197. There were 8.7% of families and 10.6% of the population living below the poverty line, including no under eighteens and 13.6% of those over 64. References Cities in Aitkin County, Minnesota Cities in Minnesota

",pic: <soc
when did shania twain released come on over,"Question: when did shania twain released come on over


Document 1:
Desert varnish or rock varnish is an orange-yellow to black coating found on exposed rock surfaces in arid environments. Desert varnish is approximately one micrometer thick and exhibits nanometer-scale layering. Rock rust and desert patina are other terms which are also used for the condition, but less often. Formation Desert varnish forms only on physically stable rock surfaces that are no longer subject to frequent precipitation, fracturing or wind abrasion. The varnish is primarily composed of particles of clay along with oxides of iron and manganese. There is also a host of trace elements and almost always some organic matter. The color of the varnish varies from shades of brown to black. It has been suggested that desert varnish should be investigated as a potential candidate for a ""shadow biosphere"". However, a 2008 microscopy study posited that desert varnish has already been reproduced with chemistry not involving life in the lab, and that the main component is actually silica and not clay as previously thought. The study notes that desert varnish is an excellent fossilizer for microbes and indicator of water. Desert varnish appears to have been observed by rovers on Mars, and if examined may contain fossilized life from Mars's wet period. Composition Originally scientists thought that the varnish was made from substances drawn out of the rocks it coats. Microscopic and microchemical observations, however, show that a major part of varnish is clay, which could only arrive by wind. Clay, then, acts as a substrate to catch additional substances that chemically react together when the rock reaches high temperatures in the desert sun. Wetting by dew is also important in the process. An important characteristic of black desert varnish is that it has an unusually high concentration of manganese. Manganese is relatively rare in the Earth's crust, making up only 0.12% of its weight. In black desert varnish, however, manganese is 50 to 60 times more abundant. One proposal for a mechanism of desert varnish formation is that it is caused by manganese-oxidizing microbes (mixotrophs) which are common in environments poor in organic nutrients. A micro-environment pH above 7.5 is inhospitable for manganese-concentrating microbes. In such conditions, orange varnishes develop, poor in manganese (Mn) but rich in iron (Fe). An alternative hypothesis for Mn/Fe fluctuation has been proposed that considers Mn-rich and Fe-rich varnishes to be related to humid and arid climates, respectively. Even though it contains high concentrations of iron and manganese, there are no significant modern uses of desert varnish. However, some Native American peoples created petroglyphs by scraping or chipping away the dark varnish to expose the lighter rock beneath. Desert varnish often obscures the identity of the underlying rock, and different rocks have varying abilities to accept and retain varnish. Limestones, for example, typically do not have varnish because they are too water-soluble and therefore do not provide a stable surface for varnish to form. Shiny, dense and black varnishes form on basalt, fine quartzites and metamorphosed shales due to these rocks' relatively high resistance to weathering. Its presence has been cited as a key factor in the preservation of a large number of petroglyphs dating back to the Iron Age and earlier in areas such as the Wadi Saham in the United Arab Emirates. See also References External links Desert Varnish Rock Varnish (desert varnish): An Internet Primer for Rock Art Research by Ronald I. Dorn, Professor of Geography Arizona State University DESERT VARNISH (rock varnish) New Way Suggested to Search for Life on Mars — Space.com Researcher: Mars rock varnish hints of life July 2, 2001 By Richard Stenger CNN Rock Varnish As A Habitat For Extant Life On Mars The Bibliography of Aeolian Research Deposition (geology) Sedimentology Deserts Rocks

",Question 1: What
where is the most distortion found on robinson,"Question: where is the most distortion found on robinson

","Parameters
    ----------"
when was pot made illegal in the us,"Question: when was pot made illegal in the us

",A. 1820
where does the mora last name come from,"Question: where does the mora last name come from

",Returns:
who came to the throne in the glorious revolution,"Question: who came to the throne in the glorious revolution

",A. Napoleon
who is the founder of the wounded warrior project,"Question: who is the founder of the wounded warrior project


Document 1:
Bentley (formerly Sutton) is an incorporated town in Hancock County, Illinois, United States. The population was 35 at the 2010 census. Geography Bentley is located in southeastern Hancock County at (40.343653, -91.111994). Illinois Routes 94 and 110, a four-lane highway, pass just west of the town. The highway leads north to Carthage, the county seat, and southwest as IL 110 to Quincy, while IL 94 branches off to the southeast and leads to Bowen, from Bentley. According to the 2010 census, Bentley has a total area of , of which (or 99.29%) is land and (or 0.71%) is water. Demographics As of the census of 2000, there were 43 people, 18 households, and 12 families residing in the town. The population density was 301.8 people per square mile (118.6/km). There were 23 housing units at an average density of 161.4/sq mi (63.4/km). The racial makeup of the town was 100.00% White. There were 18 households, out of which 33.3% had children under the age of 18 living with them, 55.6% were married couples living together, 5.6% had a female householder with no husband present, and 33.3% were non-families. 33.3% of all households were made up of individuals, and 16.7% had someone living alone who was 65 years of age or older. The average household size was 2.39 and the average family size was 3.00. In the town, the population was spread out, with 23.3% under the age of 18, 7.0% from 18 to 24, 23.3% from 25 to 44, 27.9% from 45 to 64, and 18.6% who were 65 years of age or older. The median age was 42 years. For every 100 females, there were 87.0 males. For every 100 females age 18 and over, there were 106.3 males. The median income for a household in the town was $23,125, and the median income for a family was $24,375. Males had a median income of $11,750 versus $16,250 for females. The per capita income for the town was $9,269. There were 18.2% of families and 15.4% of the population living below the poverty line, including 16.7% of under eighteen and none of those over 64. References 1869 establishments in Illinois Populated places established in 1869 Towns in Hancock County, Illinois Towns in Illinois

","Question:
Who"
when did the i-35 bridge collapse in minneapolis,"Question: when did the i-35 bridge collapse in minneapolis


Document 1:
Albion Township is a civil township of Calhoun County in the U.S. state of Michigan. It is part of the Battle Creek, Michigan Metropolitan Statistical Area. As of the 2010 census, the township population was 1,123. History Albion Township was established by a division of Homer Township in 1837. Communities The city of Albion is located on the northern boundary of the township, though it is administratively autonomous. There are two small named locales in the township: Babcock is at , about southwest of Albion city. It is just west of the south branch of the Kalamazoo River. Midway Airport, a small airfield, is nearby. The elevation is above sea level. Condit is at , about southwest of Albion city and north of Homer. Geography According to the United States Census Bureau, the township has a total area of , of which is land and , or 1.22%, is water. Demographics As of the census of 2000, there were 1,200 people, 466 households, and 353 families residing in the township. The population density was 36.6 per square mile (14.1/km). There were 493 housing units at an average density of 15.1 per square mile (5.8/km). The racial makeup of the township was 94.58% White, 2.67% African American, 0.33% Native American, 0.08% Pacific Islander, 0.58% from other races, and 1.75% from two or more races. Hispanic or Latino of any race were 2.67% of the population. There were 466 households, out of which 29.4% had children under the age of 18 living with them, 63.3% were married couples living together, 7.7% had a female householder with no husband present, and 24.2% were non-families. 19.5% of all households were made up of individuals, and 9.2% had someone living alone who was 65 years of age or older. The average household size was 2.55 and the average family size was 2.91. In the township the population was spread out, with 24.6% under the age of 18, 6.2% from 18 to 24, 27.2% from 25 to 44, 25.3% from 45 to 64, and 16.8% who were 65 years of age or older. The median age was 40 years. For every 100 females, there were 97.7 males. For every 100 females age 18 and over, there were 94.6 males. The median income for a household in the township was $40,625, and the median income for a family was $44,531. Males had a median income of $33,500 versus $24,167 for females. The per capita income for the township was $16,849. About 7.1% of families and 8.8% of the population were below the poverty line, including 10.7% of those under age 18 and 7.9% of those age 65 or over. References Townships in Calhoun County, Michigan 1837 establishments in Michigan Populated places established in 1837 Townships in Michigan

",stion: What is
who played leatherface in texas chainsaw massacre the beginning,"Question: who played leatherface in texas chainsaw massacre the beginning


Document 1:
USS Ticonderoga may refer to: was a 17-gun schooner in service from 1814 to 1825 was a screw sloop-of-war in commission from 1863 to 1881 was a former German cargo ship that served the Naval Overseas Transportation Service during World War I in 1917 and 1918 was a long-hull fleet aircraft carrier which served from 1944 to 1973 was a guided missile cruiser and lead ship of her class. Launched in 1981, she was decommissioned on 30 September 2004 United States Navy ship names


Document 2:
Tucson Estates is a census-designated place (CDP) in Pima County, Arizona, United States. The population was 9,755 at the 2000 census. Geography Tucson Estates is located at (32.180867, -111.109661). According to the United States Census Bureau, the CDP has a total area of 35.1 square miles (90.9 km²), all land. The census area is made up of several housing developments. The primary ones are Tucson Estates Property Owners Association Tucson Estates II (Sometimes called the Foothills) Other, smaller housing communities Demographics At the 2000 census there were 9,755 people, 4,222 households, and 2,883 families living in the CDP. The population density was 278.0 people per square mile (107.3/km²). There were 4,891 housing units at an average density of 139.4/sq mi (53.8/km²). The racial makeup of the CDP was 83.8% White, 0.7% Black or African American, 1.7% Native American, 0.3% Asian, <0.1% Pacific Islander, 11.5% from other races, and 2.0% from two or more races. 23.7% of the population were Hispanic or Latino of any race. Of the 4,222 households 19.2% had children under the age of 18 living with them, 57.2% were married couples living together, 7.4% had a female householder with no husband present, and 31.7% were non-families. 27.1% of households were one person and 15.8% were one person aged 65 or older. The average household size was 2.31 and the average family size was 2.77. The age distribution was 19.4% under the age of 18, 5.0% from 18 to 24, 20.1% from 25 to 44, 25.5% from 45 to 64, and 30.0% 65 or older. The median age was 50 years. For every 100 females, there were 91.5 males. For every 100 females age 18 and over, there were 90.5 males. The median household income was $36,183 and the median family income was $40,212. Males had a median income of $30,833 versus $24,071 for females. The per capita income for the CDP was $18,771. About 6.2% of families and 7.7% of the population were below the poverty line, including 10.6% of those under age 18 and 5.9% of those age 65 or over. References Census-designated places in Pima County, Arizona Populated places in the Sonoran Desert Census-designated places in Arizona

",Question: Who played
where does great wall of china start and end,"Question: where does great wall of china start and end

",Solution:
what are the 3 peaks in yorkshire called,"Question: what are the 3 peaks in yorkshire called

",Returns:
what was the period before the enlightenment called,"Question: what was the period before the enlightenment called

",Solution 0: The
who's running for lieutenant governor in georgia,"Question: who's running for lieutenant governor in georgia

",
what is the full name of nigerian president,"Question: what is the full name of nigerian president

",Returns:
who played fdr in the movie pearl harbor,"Question: who played fdr in the movie pearl harbor

",A. Robert Mitch
who played the voice of jabba the hutt,"Question: who played the voice of jabba the hutt


Document 1:
Candler-McAfee is a census-designated place in unincorporated DeKalb County, Georgia, United States. It is located east of Atlanta approximately east of Downtown Atlanta and to the south of Decatur, Georgia The population was 23,025 at the 2010 census. Geography Candler-McAfee is located to the east of the city of Atlanta, Georgia and is bounded by: North: Glenwood Avenue West: 2nd Avenue South: I-20 East: I-285 The Belvedere Park CDP is to the north and Panthersville CDP is to the south. According to the United States Census Bureau, the CDP has a total area of , of which , or 0.29%, is water. Landmarks The area is home to DeKalb Fire Station 26 and its water tower. East Lake Golf Club is on the northern boundary of Candler-McAfee Demographics 2020 census As of the 2020 United States census, there were 22,468 people, 8,685 households, and 5,191 families residing in the CDP. 2000 census As of the census of 2000, there were 28,294 people, 9,030 households, and 6,926 families residing in the CDP. The population density was 4,054.2 people per square mile (1,565.1/km2). There were 9,415 housing units at an average density of 1,349.0/sq mi (520.8/km2). The racial makeup of the CDP was 3.31% White, 95.17% African American, 0.20% Native American, 0.15% Asian, 0.01% Pacific Islander, 0.41% from other races, and 0.76% from two or more races. Hispanic or Latino of any race were 0.93% of the population. There were 9,030 households, out of which 32.7% had children under the age of 18 living with them, 36.9% were married couples living together, 33.1% had a female householder with no husband present, and 23.3% were non-families. 18.2% of all households were made up of individuals, and 3.4% had someone living alone who was 65 years of age or older. The average household size was 3.08 and the average family size was 3.46. In the CDP, the population was spread out, with 28.0% under the age of 18, 10.7% from 18 to 24, 28.2% from 25 to 44, 25.7% from 45 to 64, and 7.5% who were 65 years of age or older. The median age was 33 years. For every 100 females, there were 87.0 males. For every 100 females age 18 and over, there were 81.7 males. At the height of the mortgage crisis, in 2007, the CDP poverty rate exploded to 27.5%, one of the highest rates in the country . The years since have seen improvement; the median income for a household in the CDP was $38,152 in recent data as of 2020, and the median income for a family was $40,368. Males had a median income of $30,218 versus $25,887 for females. The per capita income for the CDP was $15,092. About 10.9% of families and 13.6% of the population were below the poverty line, including 17.1% of those under age 18 and 14.9% of those age 65 or over. Neighborhoods Neighborhoods in the CDP: East Lake Terrace, between Glenwood (N), McAfee (S), Parker (W) and Candler (E) Mark Trail Park Eastwyck Village Glendale Park Springwoods Spring Valley Education It is in the DeKalb County Public Schools. Zoned schools: Elementary schools: Columbia, Kelley Lake, Ronald E. McNair, Snapfinger, and Toney (all in the CDP) Middle schools: Ronald E. McNair (in the CDP) and Columbia (outside the CDP) High schools: Columbia High School (in the CDP) and Ronald E. McNair High School (outside the CDP). The Roman Catholic Archdiocese of Atlanta operates area Catholic schools. The K-8 school St. Peter Claver Regional School is in Candler-McAfee. References Census-designated places in DeKalb County, Georgia Census-designated places in Georgia (U.S. state) Census-designated places in the Atlanta metropolitan area Unincorporated communities in DeKalb County, Georgia Unincorporated communities in Georgia (U.S. state)

",pic: Society
who won the women's fifa world cup,"Question: who won the women's fifa world cup

",
last team to win fa cup not in top division,"Question: last team to win fa cup not in top division

",Answer: Manchester United
what is the rank of india in the richest country,"Question: what is the rank of india in the richest country

",A. 1
when did zody's go out of business,"Question: when did zody's go out of business

",A. 1885
